序号,英文名称,节目名称,类型,声道,节目时长,年代,国家,看过人数,想看人数,在看人数,评分人数,豆瓣url,年代,原名,短评数量,评分,影评数量,豆瓣名称
843,New Year's Eve,新年前夜,剧情,环绕声，多声道,1:52:42,2011,美国,8630,4312,None,6938,http://movie.douban.com/subject/4301056/,2011,New Year's Eve,3077,6.2,34,新年前夜
844,FUN WITH DICK AND JANE (2005),新抢钱夫妻,喜剧,立体声,1:30:14,2005,美国,25745,1940,None,19128,http://movie.douban.com/subject/1422909/,2005,Fun with Dick and Jane,2010,6.7,53,新抢钱夫妻
845,SOMETHING NEW,新人恋曲,喜剧,立体声,1:35:45,2006,美国,462,210,None,349,http://movie.douban.com/subject/1766082/,2006,Something New,86,6.7,7,新人恋曲
846,Shaolin,新少林寺,动作,立体声,2:10:58,2011,中国大陆,80452,4374,None,63288,http://movie.douban.com/subject/4097023/,2011,新少林寺,21862,5.9,847,新少林寺
847,The Rookie,新手正传,动作,,2:00:00,1990,美国,209,87,None,165,http://movie.douban.com/subject/1294430/,1990,The Rookie,34,5.7,0,菜鸟霹雳胆
848,Father of the Bride Part II,新岳父大人,喜剧,立体声,1:42:10,1995,美国,908,231,None,629,http://movie.douban.com/subject/1296890/,1995,Father of the Bride Part II,90,6.8,0,新岳父大人之三喜临门
849,Father of the Bride,新岳父大人2,喜剧,立体声,1:38:17,1950,美国,312,228,None,232,http://movie.douban.com/subject/1295301/,1950,Father of the Bride,75,7.5,0,岳父大人
850,Stardust,星尘,奇幻,,2:00:00,2007,英国/美国,46226,8553,None,36251,http://movie.douban.com/subject/1867335/,2007,Stardust,7930,7.5,296,星尘
851,Starship Troopers,星河战队,科幻,,2:00:00,1997,美国,50977,2121,None,38694,http://movie.douban.com/subject/1295384/,1997,Starship Troopers,5435,7.4,54,星河战队
852,STARSHIP TROOPERS: INVASION,星河战队：入侵,动画,环绕声，多声道,1:23:29,2012,美国,5010,525,None,4223,http://movie.douban.com/subject/7162552/,2012,Starship Troopers: Invasion,1626,6.5,22,星河战队：入侵
853,Old Dogs,星级拍档,喜剧,,2:00:00,2009,美国,4390,1414,None,3556,http://movie.douban.com/subject/2061828/,2009,Old Dogs,920,6.2,15,老家伙
854,PITCH BLACK,星际传奇,科幻,环绕声，多声道,1:43:53,2000,美国,13635,2889,None,10799,http://movie.douban.com/subject/1296459/,2000,Pitch Black,2035,7,36,星际传奇
855,"CHRONICLES OF RIDDICK, THE",星际传奇2,科幻,立体声,1:59:12,2004,美国,12926,1438,None,10059,http://movie.douban.com/subject/1308859/,2004,The Chronicles of Riddick,1719,6.7,31,星际传奇2
856,Star Trek,际迷航,科幻,,2:00:00,2013,美国,119285,23406,None,102887,http://movie.douban.com/subject/3642843/,2013,Star Trek Into Darkness,46617,8,438,星际迷航：暗黑无界
857,Star Wars: The Clone Wars,星球人战：克隆战争,动画,,2:00:00,2008,美国,6007,1028,None,4169,http://movie.douban.com/subject/2982853/,2008,Star Wars: The Clone Wars,343,7.4,8,星球大战：克隆战争
858,"Happiness Is a Warm Blanket, Charlie Brown",幸福是一条溫暖的毛毯,动画,立体声,0:44:56,2011,美国,4043,3491,None,3108,http://movie.douban.com/subject/6094941/,2011,"Happiness Is a Warm Blanket, Charlie Brown",1193,7.9,15,幸福是一条温暖的毛毯
859,The Lucky One,幸运符,剧情,环绕声，多声道,1:40:49,2012,美国,8553,4382,None,6740,http://movie.douban.com/subject/3291376/,2012,The Lucky One,2970,6.3,41,幸运符
860,"PEOPLE VS. LARRY FLYNT, THE",性书大亨,剧情,立体声,2:04:04,1996,美国,8417,7603,None,6311,http://movie.douban.com/subject/1298989/,1996,The People vs Larry Flynt,1758,7.8,56,性书大亨
861,Sister Act,修女也疯狂,音乐,,2:00:00,1992,美国,84756,9339,None,57637,http://movie.douban.com/subject/1301509/,1992,Sister Act,5506,7.9,44,修女也疯狂
862,Sister Act 2: Back in the Habit,修女也疯狂 2,音乐,,2:00:00,1993,美国,16006,1483,None,10973,http://movie.douban.com/subject/1296770/,1993,Sister Act 2: Back in the Habit,1045,7.2,11,修女也疯狂 2
863,The Hangover Part II,宿醉2,喜剧,环绕声，多声道,1:39:41,2011,美国,78848,12946,None,62395,http://movie.douban.com/subject/3654340/,2011,The Hangover Part II,20615,6.6,89,宿醉2
864,"Hangover III, The",宿醉3,喜剧,环绕声，多声道,1:40:04,2013,美国,32743,8545,None,27083,http://movie.douban.com/subject/7051900/,2013,The Hangover Part III,10676,6.4,54,宿醉3
865,HAMLET 2,续写哈姆雷特,喜剧,环绕声，多声道,1:22:46,2008,美国,629,226,None,495,http://movie.douban.com/subject/3004238/,2008,Hamlet 2,111,6.2,5,续写哈姆雷特
866,White Fang,雪地黄金犬,冒险,,2:00:00,1991,美国,1314,1253,None,1058,http://movie.douban.com/subject/1769033/,1991,White Fang,297,8.5,9,雪地黄金犬
867,Whiteout,雪盲,惊悚,,2:00:00,2009,加拿大/美国,4246,1749,None,3407,http://movie.douban.com/subject/2024935/,2009,Whiteout,903,5.6,27,雪盲
868,Snow Dogs,雪橇狗,喜剧,立体声,1:31:00,2002,美国,3064,697,None,2289,http://movie.douban.com/subject/1306212/,2002,Snow Dogs,382,7.2,7,雪地狂奔
869,Blood Diamond,血钻,剧情,立体声,2:17:12,2006,美国,138369,18974,None,74490,http://movie.douban.com/subject/1428175/,2006,Blood Diamond,13648,8.3,444,血钻
870,A Very Harold & Kumar Christmas,寻堡奇遇3,喜剧,环绕声，多声道,1:25:48,2011,美国,4860,1227,None,3929,http://movie.douban.com/subject/3166574/,2011,A Very Harold & Kumar 3D Christmas,1409,6.2,16,猪头逛大街3
871,Finding Forrester,寻找弗雷斯特,剧情,立体声,2:06:25,2000,美国,2369,3233,None,1732,http://movie.douban.com/subject/1301172/,2000,Finding Forrester,436,7.8,14,心灵访客
872,Finding Neverland,寻找梦幻岛,传记,,2:00:00,2004,英国/美国,44917,14790,None,33808,http://movie.douban.com/subject/1308831/,2004,Finding Neverland,6317,7.7,155,寻找梦幻岛
873,Training Day,训练日,罪案,立体声,1:56:54,2001,美国,41980,8510,None,31971,http://movie.douban.com/subject/1304898/,2001,Training Day,4897,7.8,111,训练日
874,Arthur,亚瑟,喜剧,环绕声，多声道,1:49:47,2011,美国,8165,4297,None,6681,http://movie.douban.com/subject/3718457/,2011,Arthur Christmas,2400,7.5,23,亚瑟·圣诞
875,ARTHUR CHRISTMAS,亚瑟·圣诞,动画,环绕声，多声道,1:33:22,2011,美国,8165,4297,None,6681,http://movie.douban.com/subject/3718457/,2011,Arthur Christmas,2400,7.5,23,亚瑟·圣诞
876,King Arthur,亚瑟王,动作,,2:00:00,2004,美国/英国,25000,3413,None,18213,http://movie.douban.com/subject/1308837/,2004,King Arthur,2647,6.6,74,亚瑟王
877,"SERIOUS MAN, A",严肃的男人,喜剧,环绕声，多声道,1:39:09,2009,美国,16920,10612,None,13439,http://movie.douban.com/subject/3135483/,2009,A Serious Man,4339,7.3,157,严肃的男人
878,Rock of Ages,摇滚年代,爱情,环绕声，多声道,2:03:11,2012,美国,6272,6374,None,5146,http://movie.douban.com/subject/3326747/,2012,Rock of Ages,2818,5.4,54,摇滚年代
879,WILD CHILD,野孩子,爱情,环绕声，多声道,1:33:26,2008,美国,56422,4964,None,42554,http://movie.douban.com/subject/2251924/,2008,Wild Child,7657,6.9,94,野孩子
880,Where the Wild Things Are,野兽家园,奇幻,,2:00:00,2009,美国,16038,9488,None,13060,http://movie.douban.com/subject/1948937/,2009,Where the Wild Things Are,4032,6.8,134,野兽家园
881,Evening,夜幕,剧情,环绕声，多声道,1:52:04,2007,美国,3200,5114,None,2329,http://movie.douban.com/subject/1891201/,2007,Evening,591,7.2,64,夜幕
882,BLOODWORTH,夜之州,剧情,立体声,1:31:42,2010,美国,352,190,None,276,http://movie.douban.com/subject/3683520/,2010,Bloodworth,105,6.2,1,夜之州
883,"PERFECT GETAWAY, A",一次完美的逃亡,惊悚,立体声,1:35:45,2009,美国,12969,4783,None,10552,http://movie.douban.com/subject/3011380/,2009,A Perfect Getaway,3193,6.6,60,完美逃亡
884,Simon Birch,一路上有你,喜剧,,2:00:00,1998,加拿大,948,2846,None,728,http://movie.douban.com/subject/1294627/,1998,Simon Birch,225,8.4,12,一路上有你
885,Keeping the Faith,一如既往,喜剧,,2:00:00,2000,美国,2895,2348,None,2168,http://movie.douban.com/subject/1299343/,2000,Keeping the Faith,619,6.7,18,一如既往
886,Fierce People,一生爱永远,剧情,,2:00:00,2005,美国/加拿大,437,889,None,320,http://movie.douban.com/subject/1880899/,2005,Fierce People,102,7,3,一生爱永远
887,KNOCKED UP,一夜大肚,喜剧,环绕声，多声道,2:02:23,2007,美国,23743,4353,None,17760,http://movie.douban.com/subject/1950198/,2007,Knocked Up,2955,6.6,90,一夜大肚
888,ELIZABETH,伊丽莎白,剧情,环绕声，多声道,1:58:27,1998,美国,20645,10466,None,14957,http://movie.douban.com/subject/1296223/,1998,Elizabeth,2774,7.7,48,伊丽莎白
889,"Elizabeth: Golden Age, The",伊丽莎白：辉煌年代,剧情,立体声,1:50:07,2007,美国,15963,7141,None,11606,http://movie.douban.com/subject/1827042/,2007,Elizabeth: The Golden Age,2080,7.1,75,伊丽莎白2：黄金时代
890,Elizabethtown,伊丽莎白镇,爱情,,2:00:00,2005,美国,44045,21768,None,32722,http://movie.douban.com/subject/1419933/,2005,Elizabethtown,8394,7.3,314,伊丽莎白镇
891,"Rite, The",仪式,惊悚,环绕声，多声道,1:53:38,2011,美国,10963,3595,None,8629,http://movie.douban.com/subject/2998340/,2011,The Rite,2847,6.5,54,仪式
892,"GIRL, INTERRUPTED",移魂女郎,剧情,立体声,2:07:06,1999,美国,19225,18765,None,14379,http://movie.douban.com/subject/1296185/,1999,"Girl, Interrupted",4008,8.3,117,移魂女郎
893,Oblivion,遗落战境,科幻,,2:00:00,2013,美国,70220,12116,None,60939,http://movie.douban.com/subject/3895511/,2013,Oblivion,27318,6.7,441,遗落战境
894,The Bucket List,遗愿清单,罪案,,2:00:00,2007,美国,91067,34421,None,70132,http://movie.douban.com/subject/1867345/,2007,The Bucket List,17678,8.4,550,遗愿清单
895,UNDER SUSPICION (2000),疑云密布,罪案,立体声,1:49:11,2000,美国,1120,982,None,874,http://movie.douban.com/subject/1300949/,2000,Under Suspicion,207,7.1,13,疑云密布
896,"Thirteenth Floor, The",异次元骇客,惊悚,立体声,1:40:17,1999,美国,32776,16632,None,26893,http://movie.douban.com/subject/1300282/,1999,The Thirteenth Floor,7093,8.1,178,十三度凶间
897,ALIEN HUNTER,异度深寒,科幻,环绕声，多声道,1:27:20,2003,美国,107,36,None,76,http://movie.douban.com/subject/1308485/,2003,Alien Hunter,19,5.2,3,异形猎手
898,John Carter,异星战场,科幻,,2:00:00,2012,美国,44829,4284,None,37429,http://movie.douban.com/subject/1985677/,2012,John Carter,16370,6,316,异星战场
899,RANDOM HEARTS,驿动的心,罪案,环绕声，多声道,2:07:13,1999,美国,463,166,None,346,http://movie.douban.com/subject/1294294/,1999,Random Hearts,91,6.2,3,驿动的心
900,Up Close & Personal,因为你爱过我,爱情,,2:00:00,1996,美国,1185,6230,None,824,http://movie.douban.com/subject/1298550/,1996,Up Close & Personal,251,7.7,6,因为你爱过我
901,The English Patient,英国病人,爱情,,2:00:00,1996,美国,171753,77152,None,121092,http://movie.douban.com/subject/1291853/,1996,The English Patient,25381,8.4,618,英国病人
902,"UNBORN, THE",婴灵恶泣,恐怖,环绕声，多声道,1:24:13,2009,美国,5626,1016,None,4265,http://movie.douban.com/subject/3011052/,2009,The Unborn,868,5.3,19,婴灵恶泣
903,SHADOW MAN,影子超人,动作,环绕声，多声道,1:31:10,2006,美国,175,28,None,124,http://movie.douban.com/subject/1788401/,2006,Shadow Man,21,5.1,2,幻影人
904,"HARD CORPS, THE",硬汉团,动作,立体声,1:50:20,2006,美国,386,54,None,290,http://movie.douban.com/subject/1857544/,2006,The Hard Corps,52,5.1,4,硬汉团
905,HARDWIRED,硬连线,科幻,环绕声，多声道,1:33:45,2009,美国,636,79,None,495,http://movie.douban.com/subject/3631341/,2009,Hardwired,153,5.5,4,智能谍变
906,Invictus,永不屈服,剧情,,2:00:00,2009,美国,24061,12401,None,19886,http://movie.douban.com/subject/2136824/,2009,Invictus,5670,8,200,成事在人
907,SENNA,永远的车神,传记,环绕声，多声道,1:40:26,2010,美国,3852,6708,None,3192,http://movie.douban.com/subject/3718778/,2010,Senna,1391,9.3,36,永远的车神
908,Pride,泳池骄龙,运动,,2:00:00,2007,美国,290,258,None,215,http://movie.douban.com/subject/1945194/,2007,Pride,44,7.3,7,泳池骄龙
909,The Rock,勇闻夺命岛,冒险,,2:00:00,1996,美国,128739,12248,None,94750,http://movie.douban.com/subject/1292728/,1996,The Rock,13884,8.4,165,勇闯夺命岛
910,Brave,勇敢传说,动画,,2:00:00,2012,美国,74731,27227,None,63232,http://movie.douban.com/subject/3036473/,2012,Brave,27502,7.4,289,勇敢传说
911,Jumanji,勇敢者游戏,奇幻,立体声,1:44:00,1995,美国,78294,4005,None,57662,http://movie.douban.com/subject/1294990/,1995,Jumanji,7774,7.8,36,勇敢者的游戏
912,ZATHURA: A SPACE ADVENTURE,勇敢者游戏2,奇幻,环绕声，多声道,1:41:16,1995,美国,78294,4005,None,57662,http://movie.douban.com/subject/1294990/,1995,Jumanji,7774,7.8,36,勇敢者的游戏
913,COURAGEOUS,勇气,剧情,立体声,1:24:17,2011,美国,2931,1318,None,2350,http://movie.douban.com/subject/5153874/,2011,Courageous,1107,7.5,31,勇气
914,"SQUID AND THE WHALE, THE",鱿鱼和鲸,喜剧,立体声,1:17:23,2005,美国,6265,7417,None,4475,http://movie.douban.com/subject/1437377/,2005,The Squid and the Whale,1109,7.8,45,鱿鱼和鲸
915,Amusement,娱乐游戏,剧情,,2:00:00,2008,美国,2617,587,None,2041,http://movie.douban.com/subject/1951222/,2008,Amusement,456,5.4,19,残虐你，娱乐我
916,Yogi Bear 3D,瑜伽熊,动画,立体声,1:20:19,2010,美国,3620,1745,None,2866,http://movie.douban.com/subject/3233636/,2010,Yogi Bear,979,6.2,7,瑜伽熊
917,DEVIL IN A BLUE DRESS,与魔鬼同行,罪案,立体声,1:33:52,1995,美国,260,158,None,183,http://movie.douban.com/subject/1298906/,1995,Devil in a Blue Dress,59,6.6,2,蓝衣魔鬼
918,TEA WITH MUSSOLINI,与墨索里尼喝茶,剧情,环绕声，多声道,1:52:09,1999,美国,552,1197,None,418,http://movie.douban.com/subject/1293942/,1999,Tea with Mussolini,137,8,8,与墨索里尼喝茶
919,RIDING IN CARS WITH BOYS,与男孩同车,剧情,立体声,2:01:01,2001,美国,2068,4696,None,1586,http://movie.douban.com/subject/1307584/,2001,Riding in Cars with Boys,514,8.2,21,与男孩同车
920,"ONE, THE",宇宙追辑令,科幻,环绕声，多声道,1:23:45,1995,美国,60,112,None,41,http://movie.douban.com/subject/1294517/,1995,Clockers,6,6.8,0,黑街追辑令
921,Hugo,雨果,冒险,,2:00:00,2011,美国,127879,39154,None,104699,http://movie.douban.com/subject/2028677/,2011,Hugo,43799,7.5,637,雨果
922,Due Date,预产期,喜剧,立体声,1:33:36,2010,美国,39950,10291,None,31893,http://movie.douban.com/subject/3071469/,2010,Due Date,10603,7,72,预产期
923,Sex and the City,欲望都市,爱情,,2:00:00,2008,美国,95519,10602,None,67199,http://movie.douban.com/subject/2082013/,2008,Sex and the City,11169,7.5,650,欲望都市
924,Sex and the City 2,欲望都市2,爱情,,2:00:00,2010,美国,43141,11306,None,32013,http://movie.douban.com/subject/3147941/,2010,Sex and the City 2,9782,6.5,225,欲望都市2
925,ALONG CAME POLLY,遇见波莉,喜剧,环绕声，多声道,1:26:13,2004,美国,7018,2111,None,5183,http://movie.douban.com/subject/1308197/,2004,Along Came Polly,998,6.3,20,遇见波莉
926,MEETING EVIL (2012),遇见恶魔,罪案,环绕声，多声道,1:25:00,2012,美国,555,69,None,458,http://movie.douban.com/subject/6875601/,2012,Meeting Evil,185,5.1,6,遇见恶魔
927,Gigli,鸾鸯绑匪,罪案,立体声,1:53:05,2003,美国,481,344,None,347,http://movie.douban.com/subject/1301329/,2003,Gigli,123,4.3,2,鸳鸯绑匪
928,YEAR ONE,元年,喜剧,环绕声，多声道,1:35:32,2011,美国,2672,664,None,2233,http://movie.douban.com/subject/5150481/,2011,Batman: Year One,704,7.8,5,蝙蝠侠：元年
929,Serendipity,缘分天注定,奇幻,,2:00:00,2001,美国,53057,15245,None,39141,http://movie.douban.com/subject/1305541/,2001,Serendipity,9181,7.4,280,缘分天注定
930,Going the Distance,远距离爱情,爱情,立体声,1:37:25,2010,美国,25385,13066,None,19098,http://movie.douban.com/subject/3284396/,2010,Going the Distance,6541,6.7,112,远距离爱情
931,MOON,月球,科幻,环绕声，多声道,1:36:59,2009,美国,96187,35239,None,81021,http://movie.douban.com/subject/3073124/,2009,Moon,22770,8.4,580,月球
932,LORENZO'S OIL,再生之旅,剧情,立体声,2:07:01,1992,美国,360,735,None,278,http://movie.douban.com/subject/1293497/,1992,Lorenzo's Oil,88,8.6,5,罗伦佐的油
933,DEATH AT A FUNERAL,葬礼上的死亡,喜剧,立体声,1:31:56,2007,美国,49914,26153,None,40051,http://movie.douban.com/subject/2003389/,2007,Death at a Funeral,10988,8,122,葬礼上的死亡
934,Jersey Girl,泽西女孩,剧情,,2:00:00,2004,美国,4589,1413,None,3424,http://movie.douban.com/subject/1308816/,2004,Jersey Girl,859,6.9,20,泽西女孩
935,Right at Your Door,战栗城市,惊悚,,2:00:00,2006,美国,498,299,None,365,http://movie.douban.com/subject/1983128/,2006,Right at Your Door,83,5.7,10,战栗城市
936,United 93,战栗航班93,罪案,环绕声，多声道,1:46:14,2006,美国,16531,6046,None,13059,http://movie.douban.com/subject/1588945/,2006,United 93,3002,7.6,106,93航班
937,PANIC ROOM,战栗空间,惊悚,立体声,1:51:51,2002,美国,21075,6560,None,16207,http://movie.douban.com/subject/1306911/,2002,Panic Room,3252,7,46,战栗空间
938,OUT OF SIGHT ('98),战略高手,剧情,环绕声，多声道,1:57:45,1998,美国,3507,1003,None,2719,http://movie.douban.com/subject/1293554/,1998,Out of Sight,632,6.2,16,战略高手
939,War Horse,战马,战争,,2:00:00,2011,美国,148350,29134,None,122127,http://movie.douban.com/subject/4206436/,2011,War Horse,52124,7.8,1317,战马
940,GROWN UPS,长大后,喜剧,立体声,1:12:10,2013,美国,4543,1267,None,3873,http://movie.douban.com/subject/10577681/,2013,Grown Ups 2,1282,6.3,5,长大成人2
941,CJ-7 2,长江7号爱地球,动画,立体声,1:22:38,2010,中国大陆,4961,1171,None,3730,http://movie.douban.com/subject/3792787/,2010,长江7号爱地球,931,5.6,22,长江7号爱地球
942,CJ7,长江七号,喜剧,立体声,1:27:51,2008,中国大陆,174217,2167,None,121738,http://movie.douban.com/subject/1961963/,2008,长江七号,13168,6,971,长江七号
943,The Remains of the Day,长日留痕,剧情,立体声,2:05:35,1993,英国,5570,10999,None,4114,http://movie.douban.com/subject/1293004/,1993,The Remains of the Day,1168,8.2,38,告别有情天
